userName,score,at,content,clean_content
Pengguna Google,1,2023-11-17 02:21:12,Aplikasi apaan ini... Permintaan tdk bisa diproses terus... 😡😡,"['aplikasi', 'permintaan', 'tidak', 'diproses']"
Pengguna Google,5,2023-11-17 02:14:30,"Oke bnget sangat, membantu sekali","['oke', 'banget', 'sangat', 'membantu', 'sekali']"
Pengguna Google,5,2023-11-17 02:11:20,Mudah di mengerti,"['mudah', 'mengerti']"
Pengguna Google,5,2023-11-17 02:11:01,"Makasih,sangat membantu","['terima', 'kasih', 'sangat', 'membantu']"
Pengguna Google,1,2023-11-17 02:06:42,Bug teruss,['bug']
Pengguna Google,1,2023-11-17 02:04:34,Masih nge-bug aplikasimu ini.. benerin dulu,"['nge', 'bug', 'aplikasimu', 'benarkan']"
Pengguna Google,5,2023-11-17 02:00:08,Sangat bermanfaaat,"['sangat', 'bermanfaaat']"
Pengguna Google,1,2023-11-17 01:55:50,Code verufikasinya gk keluar keluar padahal no tlp udah benar,"['code', 'verufikasinya', 'tidak', 'padahal', 'telepon', 'benar']"
Pengguna Google,1,2023-11-17 01:50:27,"Katanya disuruh download ini kalau mau ubah layanan faskes, udah download udah mau ubah keluar notif kalo mau ubah layanan faskes dateng ke kantor cabang atau telpon call center, terus gunanya ini apa? Menuhin aplikasi?","['disuruh', 'unduh', 'ubah', 'layanan', 'faskes', 'unduh', 'ubah', 'notifikasi', 'ubah', 'layanan', 'faskes', 'kantor', 'cabang', 'telepon', 'call', 'center', 'gunanya', 'memenuhi', 'aplikasi']"
Pengguna Google,5,2023-11-17 01:43:51,Semoga terus bermamfaat,"['semoga', 'bermamfaat']"
Pengguna Google,1,2023-11-17 01:27:21,"aplikasi tidak dapat digunakan, selalu muncul pesan error "" aplikasi tidak dapat berjalan pada emulator"" pihak pengembang tolong diperbaiki aplikasinya!","['aplikasi', 'tidak', 'muncul', 'pesan', 'error', 'aplikasi', 'tidak', 'berjalan', 'emulator', 'pengembang', 'tolong', 'diperbaiki', 'aplikasinya']"
Pengguna Google,3,2023-11-17 01:15:20,Saya merasa sangat puas atas pelayanan rumah sakit ini,"['saya', 'sangat', 'puas', 'pelayanan', 'rumah', 'sakit']"
Pengguna Google,5,2023-11-17 00:53:37,"96,>6 dan 6,7 ,dan, U,ALLAH I5,6i","['kamu', 'allah']"
Pengguna Google,5,2023-11-17 00:38:19,Ok banget...pokoknya sdh ok semuanya,"['oke', 'banget', 'pokoknya', 'oke']"
Pengguna Google,1,2023-11-17 00:36:05,"Aplikasi ga berjalan hp minta di root terus,mohon perbaikan nya","['aplikasi', 'tidak', 'berjalan', 'handphone', 'root', 'mohon', 'perbaikan']"
Pengguna Google,1,2023-11-17 00:23:06,Kebanyakan k.....rup,"['kebanyakan', 'rup']"
Pengguna Google,2,2023-11-16 23:47:17,"haduh dibikin ribet. harus root harus root. hape gak pernah diroot, gak diotak atik. masa gak mau diroot harus root. gak pernah ngeroot dibilang root. Malah ke rumah sakit daftar harus kesini. ke faskes juga kesini. tolong perbaiki segera biar tidak merepotkan.","['aduh', 'ribet', 'root', 'root', 'telepon', 'genggam', 'tidak', 'diroot', 'tidak', 'diotak', 'atik', 'tidak', 'diroot', 'root', 'tidak', 'ngeroot', 'dibilang', 'root', 'rumah', 'sakit', 'daftar', 'kesini', 'faskes', 'kesini', 'tolong', 'perbaiki', 'biar', 'tidak', 'merepotkan']"
Pengguna Google,5,2023-11-16 23:45:28,Sangat baik,"['sangat', 'baik']"
Pengguna Google,1,2023-11-16 23:40:00,"Kenapa tidak bisa masuk ke aplikasi pada hal sudah mendaftar aplikasi , Ketika saya sudah isi no nik sandi & kode captcha muncul pesan ( permintaan anda belum dapat di proses  mohon maaf atas ketidaknyamanan anda )","['kenapa', 'tidak', 'masuk', 'aplikasi', 'mendaftar', 'aplikasi', 'saya', 'isi', 'nik', 'sandi', 'kode', 'captcha', 'muncul', 'pesan', 'permintaan', 'anda', 'belum', 'proses', 'mohon', 'maaf', 'ketidaknyamanan', 'anda']"
Pengguna Google,1,2023-11-16 23:39:51,"Aplikasi pelayanan ko gak bisa login,kalo mau bantu jangan di persulit,bukan nya tambah mudah malah tambah susah","['aplikasi', 'pelayanan', 'tidak', 'login', 'bantu', 'jangan', 'persulit', 'bukan', 'mudah', 'susah']"
Pengguna Google,5,2023-11-16 23:21:46,bgaus semoga bisa lbh baik lagi ka di tingkatkan lg,"['bgaus', 'semoga', 'lebih', 'baik', 'kakak', 'tingkatkan']"
Pengguna Google,1,2023-11-16 23:17:08,"Error' gak bisa di buka keterangan emulator/ tidak dilakukan root, solusi nya gmna min?","['error', 'tidak', 'buka', 'keterangan', 'emulator', 'tidak', 'root', 'solusi', 'bagaimana', 'min']"
Pengguna Google,3,2023-11-16 23:06:23,"Sangat membantu,,respon CS juga cepat. Sayangnya waktu login disuruh daftar autodebit, tapi gagal terus padahal udah dicoba berkali-kali dan waktunya juga beda-beda. Nah dikembalikan juga nggak bisa, harus daftar autodebitnya dulu. Harusnya kan mempermudah, ini malah nggak bisa login sama sekali jadinya. Tolong diperbaiki","['sangat', 'membantu', 'respon', 'rekan', 'cepat', 'sayangnya', 'login', 'disuruh', 'daftar', 'autodebit', 'tapi', 'gagal', 'padahal', 'dicoba', 'berkali', 'kali', 'beda', 'beda', 'dikembalikan', 'enggak', 'daftar', 'autodebitnya', 'mempermudah', 'enggak', 'login', 'sekali', 'tolong', 'diperbaiki']"
Pengguna Google,5,2023-11-16 22:44:15,Mantap,['mantap']
Pengguna Google,4,2023-11-16 22:40:57,"Sangat2 membantu apabilah kita tidak mau untuk mengantri di faskes 1,karna kita bisa mendaftar melalu apk JKN nya sendiri","['sangat', 'membantu', 'apabilah', 'kita', 'tidak', 'mengantri', 'faskes', 'kita', 'mendaftar', 'melalu', 'jkn']"
Pengguna Google,2,2023-11-16 21:59:54,Kok kok gak bisa di buka error,"['tidak', 'buka', 'error']"
Pengguna Google,5,2023-11-16 21:32:36,mempermudah upaya berobat,"['mempermudah', 'upaya', 'berobat']"
Pengguna Google,4,2023-11-16 21:21:52,Saat,[]
Pengguna Google,1,2023-11-16 18:46:31,Susah log in aplikasi nyusahin kalo perlu bintang nol aja!!!!,"['susah', 'log', 'aplikasi', 'menyusahkan', 'bintang', 'nol']"
Pengguna Google,1,2023-11-16 17:44:44,"Maaf aplikasi sangat susah diakses ,udh masukan nomer tlf ,nomor anda dipakai pengguna lain,pake alamt email tidak dikirim kode otp.sangat membingungkan","['maaf', 'aplikasi', 'sangat', 'susah', 'diakses', 'masukan', 'nomer', 'tlf', 'nomor', 'anda', 'dipakai', 'pengguna', 'pakai', 'alamt', 'email', 'tidak', 'dikirim', 'kode', 'otp', 'sangat', 'membingungkan']"
Pengguna Google,5,2023-11-16 17:35:13,Ok,['oke']
Pengguna Google,1,2023-11-16 17:18:09,Aplikasi tak bisa di buka....,"['aplikasi', 'tidak', 'buka']"
Pengguna Google,1,2023-11-16 16:49:18,Sangat susah padahal persyaratan udah semua no Nik Tgl Lahir udah semua tapi gak bisa,"['sangat', 'susah', 'padahal', 'persyaratan', 'nik', 'tanggal', 'lahir', 'tapi', 'tidak']"
Pengguna Google,1,2023-11-16 15:06:47,"Mau login tidak bisa terus, mohon aplikasi diperbaharui.","['login', 'tidak', 'mohon', 'aplikasi', 'diperbaharui']"
Pengguna Google,1,2023-11-16 15:02:54,"Awalnya muncul satu KK. Tapi sekarang kok yang muncul cuma nama saya sendiri, anak sama istri saya kok nggak muncul, tolong dong perbaiki lagi aplikasinya","['muncul', 'kakak', 'tapi', 'muncul', 'nama', 'saya', 'anak', 'istri', 'saya', 'enggak', 'muncul', 'tolong', 'perbaiki', 'aplikasinya']"
Pengguna Google,1,2023-11-16 15:02:29,"Tenggelam kan saja aplikasi ini, mau daftar BPJS aja daftarnya ribetnya minta ampun, mau login gak bisa gmna mau daftar","['tenggelam', 'aplikasi', 'daftar', 'badan', 'penyelenggara', 'jaminan', 'sosial', 'daftarnya', 'ribetnya', 'ampun', 'login', 'tidak', 'bagaimana', 'daftar']"
Pengguna Google,5,2023-11-16 14:27:10,Aplikasi gk guna gk bisa login,"['aplikasi', 'tidak', 'tidak', 'login']"
Pengguna Google,1,2023-11-16 14:16:30,"Mau daftar acc, tapi captcha nyaa ga muncul2 loading terus","['daftar', 'accord', 'tapi', 'captcha', 'tidak', 'muncul', 'loading']"
Pengguna Google,1,2023-11-16 14:06:44,"Susah login , buruk","['susah', 'login', 'buruk']"
Pengguna Google,1,2023-11-16 14:04:29,"Setiap masuk suruh update melulu..sekalinya sekarang di update malah ada tulisan ""aplikasi mobile jkn tidak bisa berjalan paxa emulator dan dengan kondisi device tidak dilakukan root"" 😑","['masuk', 'suruh', 'pembaruan', 'melulu', 'sekalinya', 'pembaruan', 'tulisan', 'aplikasi', 'mobile', 'jkn', 'tidak', 'berjalan', 'paxa', 'emulator', 'kondisi', 'device', 'tidak', 'root']"
Pengguna Google,5,2023-11-16 14:04:17,Bagus,['bagus']
Pengguna Google,4,2023-11-16 14:03:43,mantap,['mantap']
Pengguna Google,5,2023-11-16 13:45:28,ok semoga dapat lebih baik,"['oke', 'semoga', 'lebih', 'baik']"
Pengguna Google,5,2023-11-16 13:42:54,Lebih memudahkan dalam mengurus faskes bpjs,"['lebih', 'memudahkan', 'mengurus', 'faskes', 'badan', 'penyelenggara', 'jaminan', 'sosial']"
Pengguna Google,1,2023-11-16 13:36:28,Mau pindah faskes ko skarang harus ke kntor cabang terdekat. Jdi ribet . Gmna klo yg libur nya tanggal merah doang 🤔🤔🤔,"['pindah', 'faskes', 'kntor', 'cabang', 'terdekat', 'ribet', 'bagaimana', 'libur', 'tanggal', 'merah', 'doang']"
Pengguna Google,1,2023-11-16 13:23:04,Kenapa eror ini aplikasi ga bisa log in,"['kenapa', 'eror', 'aplikasi', 'tidak', 'log']"
Pengguna Google,5,2023-11-16 13:16:50,Sangat membatu dalam pengguna bpjs,"['sangat', 'membatu', 'pengguna', 'badan', 'penyelenggara', 'jaminan', 'sosial']"
Pengguna Google,5,2023-11-16 13:01:53,Memuaskan,['memuaskan']
Pengguna Google,5,2023-11-16 12:57:16,Pengalaman saya baik semoga lebih baik lagi,"['pengalaman', 'saya', 'baik', 'semoga', 'lebih', 'baik']"
Pengguna Google,1,2023-11-16 12:55:29,"Di update malah device gabisa dibuka, aneh.","['pembaruan', 'device', 'tidak', 'dibuka', 'aneh']"
Pengguna Google,5,2023-11-16 12:51:43,Mantaaabs sangat memudahkan,"['mantaaabs', 'sangat', 'memudahkan']"
Pengguna Google,1,2023-11-16 12:41:55,Jelek minta kode susah ..giliran di coba malah suruh tunggu 250detik,"['jelek', 'kode', 'susah', 'giliran', 'coba', 'suruh', 'tunggu', 'detik']"
Pengguna Google,5,2023-11-16 12:40:57,Ok,['oke']
Pengguna Google,1,2023-11-16 12:16:18,aplikasi ga bs dipake!!,"['aplikasi', 'tidak', 'dipakai']"
Pengguna Google,5,2023-11-16 12:08:10,Bagus,['bagus']
Pengguna Google,3,2023-11-16 11:59:46,"aplikasi error, tolong diperbaiki","['aplikasi', 'error', 'tolong', 'diperbaiki']"
Pengguna Google,5,2023-11-16 11:54:41,Sangat membantu *****,"['sangat', 'membantu']"
Pengguna Google,5,2023-11-16 11:53:41,Sangat informatif,"['sangat', 'informatif']"
Pengguna Google,5,2023-11-16 11:41:31,Memudahkan,['memudahkan']
Pengguna Google,5,2023-11-16 11:36:10,Oke.,['oke']
Pengguna Google,5,2023-11-16 11:11:33,Mau nyoba meski belum paham 😁,"['mencoba', 'meski', 'belum', 'paham']"
Pengguna Google,5,2023-11-16 11:08:45,Mau pindah faskes kesehatan tpi belum bisa,"['pindah', 'faskes', 'kesehatan', 'tetapi', 'belum']"
Pengguna Google,1,2023-11-16 11:01:33,"Aplikasi di perbarui malah kacau, g bisa login","['aplikasi', 'perbarui', 'kacau', 'tidak', 'login']"
Pengguna Google,1,2023-11-16 10:50:59,Mau masuk akun sistem eror mulu,"['masuk', 'akun', 'sistem', 'eror', 'melulu']"
Pengguna Google,5,2023-11-16 10:46:59,Mantap mudah di pahami,"['mantap', 'mudah', 'pahami']"
Pengguna Google,1,2023-11-16 10:39:26,Jelek,['jelek']
Pengguna Google,1,2023-11-16 10:37:21,Habis di update malah ngga bisa di buka kan t*i,"['habis', 'pembaruan', 'tidak', 'buka']"
Pengguna Google,5,2023-11-16 10:26:32,Bagus,['bagus']
Pengguna Google,1,2023-11-16 10:12:34,"Mohon maaf ya sebelumnya Saya pengguna baru..sudah daftar akun bpsj, dan semua berhasil. Giliran mau login ke akun malah ga bisa mulu, katanya angka chapta salah..padahal jelas banget itu bener semua..tetep ga bisa masuk? Kendalanya apa ya?","['mohon', 'maaf', 'saya', 'pengguna', 'daftar', 'akun', 'bpsj', 'berhasil', 'giliran', 'login', 'akun', 'tidak', 'melulu', 'angka', 'chapta', 'salah', 'padahal', 'banget', 'benar', 'tidak', 'masuk', 'kendalanya']"
Pengguna Google,5,2023-11-16 10:05:08,"alhamdulillaaah, dirujuk ke rs ini cocok.. masyaallaaaah dr nya ramah, konsulnya juga nyaman ngbrol sama dr nya, perawatnya juga ramah, menjaga kenyaman rs bangett <3 mau dari kemarin kasih rating gini, tapi masih dalam penyembuhan, dan sekarang alhamdulillaaah😇 kemarin di rawat di rs ini, masyaallaaah kamar nya nyaman, bersih, makanan nya juga mood banget buat yang lagi atit, biasanya kurang nafsu makan, tapi ini mah alhamdulillaah 😇 maju terus yaa rs nya, semoga panjang umur yaa😇","['alhamdulillaaah', 'dirujuk', 'rumah', 'sakit', 'cocok', 'masyaallaaaah', 'ramah', 'konsulnya', 'nyaman', 'ngbrol', 'perawatnya', 'ramah', 'menjaga', 'kenyaman', 'rumah', 'sakit', 'banget', 'kemarin', 'kasih', 'rating', 'tapi', 'penyembuhan', 'alhamdulillaaah', 'kemarin', 'rawat', 'rumah', 'sakit', 'masyaallaaah', 'kamar', 'nyaman', 'bersih', 'makanan', 'suasana', 'hati', 'banget', 'sakit', 'kurang', 'nafsu', 'makan', 'tapi', 'alhamdulillah', 'maju', 'ya', 'rumah', 'sakit', 'semoga', 'umur', 'ya']"
Pengguna Google,5,2023-11-16 10:03:04,Sangat membantu banget,"['sangat', 'membantu', 'banget']"
Pengguna Google,5,2023-11-16 09:51:06,"Aplikasi sangat mendukung, trimkasih mobile jkn","['aplikasi', 'sangat', 'mendukung', 'trimkasih', 'mobile', 'jkn']"
Pengguna Google,5,2023-11-16 09:49:26,Terbaik,['terbaik']
Pengguna Google,4,2023-11-16 09:46:37,Mantap,['mantap']
Pengguna Google,1,2023-11-16 09:34:33,Harus ke kantornya jika akan merubah tempat paskes? Jadi untuk apa apk ini min?,"['kantornya', 'mengubah', 'paskes', 'min']"
Pengguna Google,5,2023-11-16 09:29:12,Semoga lebih baik lagi.. Terima kasih sudah membantu,"['semoga', 'lebih', 'baik', 'terima', 'kasih', 'membantu']"
Pengguna Google,1,2023-11-16 09:26:17,Tidak bs di buka,"['tidak', 'buka']"
Pengguna Google,5,2023-11-16 09:24:39,sangat bagus,"['sangat', 'bagus']"
Pengguna Google,1,2023-11-16 09:07:06,Aplikasi sulit tuk diakses!,"['aplikasi', 'sulit', 'diakses']"
Pengguna Google,1,2023-11-16 08:48:03,Percuma ada aplikasi mau pindah faskes harus ke kantor bpjs terdekat 👎 Gunanya apa aplikasi update terus2 an..gak guna,"['aplikasi', 'pindah', 'faskes', 'kantor', 'badan', 'penyelenggara', 'jaminan', 'sosial', 'terdekat', 'gunanya', 'aplikasi', 'pembaruan', 'tidak']"
Pengguna Google,5,2023-11-16 08:41:44,Sangat bermanfaat,"['sangat', 'bermanfaat']"
Pengguna Google,3,2023-11-16 08:35:02,"Loginnya susah, kadang kata sandinya salah terus","['loginnya', 'susah', 'kadang', 'sandinya', 'salah']"
Pengguna Google,1,2023-11-16 08:33:38,Aplikasi BPJS KESEHATAN rusak ga bisa dibuka lagi. Saya coba udh 10 hari ga bisa2.,"['aplikasi', 'badan', 'penyelenggara', 'jaminan', 'sosial', 'kesehatan', 'rusak', 'tidak', 'dibuka', 'saya', 'coba', 'tidak']"
Pengguna Google,3,2023-11-16 08:33:22,Minta update mulu,"['pembaruan', 'melulu']"
Pengguna Google,5,2023-11-16 08:20:24,Terimakasih telah membantu,"['terima', 'kasih', 'membantu']"
Pengguna Google,1,2023-11-16 08:17:46,"Mohon maaf atas ketidaknyamanan anda, setiap kali buka walaupun semua bener, aplikasi eror","['mohon', 'maaf', 'ketidaknyamanan', 'anda', 'kali', 'buka', 'benar', 'aplikasi', 'eror']"
Pengguna Google,1,2023-11-16 08:11:56,"Tidak dapat kode OTP lewat sms, macam mana ini. Buruk sekali !!","['tidak', 'kode', 'otp', 'sms', 'buruk', 'sekali']"
Pengguna Google,1,2023-11-16 07:57:49,"Tidak banyak komentar, karna sudah banyak diwakili orang2 yg rating sebelum saya","['tidak', 'komentar', 'diwakili', 'orang', 'rating', 'saya']"
Pengguna Google,4,2023-11-16 07:56:39,Sangat membantu,"['sangat', 'membantu']"
Pengguna Google,5,2023-11-16 07:51:40,Terimakasih,"['terima', 'kasih']"
Pengguna Google,1,2023-11-16 07:34:17,"Gak bisa login,malah muncul notif ""tidak bisa berjalan pada emulator...... "" Pdhl udah instal ulang, tetep saja. Tolong diperbaiki dong, FAST responnya","['tidak', 'login', 'muncul', 'notifikasi', 'tidak', 'berjalan', 'emulator', 'padahal', 'instal', 'ulang', 'tolong', 'diperbaiki', 'fast', 'responnya']"
Pengguna Google,5,2023-11-16 07:25:28,Bagus,['bagus']
Pengguna Google,5,2023-11-16 07:23:00,Selama ini aplikasi Mobile JKN bagus,"['aplikasi', 'mobile', 'jkn', 'bagus']"
Pengguna Google,1,2023-11-16 07:09:30,"Kenapa di aplikasi tertera tunggakan 35000 yah, padahal tidak ada tunggakan apapun. Mohon di bantu mksdnya apa yah","['kenapa', 'aplikasi', 'tertera', 'tunggakan', 'ya', 'padahal', 'tidak', 'tunggakan', 'apapun', 'mohon', 'bantu', 'maksudnya', 'ya']"
Pengguna Google,3,2023-11-16 07:02:47,Baik,['baik']
Pengguna Google,1,2023-11-16 06:49:22,"Tolong lah aktifkan lagi pindah faskesnya. Udahlah ribet, datang jauh2 ke kantor bpjs mau mindahin faskes, katanya udah selesai dipindahin, pas di cek di jkn mobile masih juga di faskes lama.. capek2 datang ke bpjs taunya zonk!","['tolong', 'aktifkan', 'pindah', 'faskesnya', 'ribet', 'kantor', 'badan', 'penyelenggara', 'jaminan', 'sosial', 'mindahin', 'faskes', 'selesai', 'dipindahkan', 'pas', 'cek', 'jkn', 'mobile', 'faskes', 'cape', 'badan', 'penyelenggara', 'jaminan', 'sosial', 'taunya', 'apes']"
Pengguna Google,5,2023-11-16 06:48:03,JKN mobile ini sangat membantu saya untuk mendapatkan informasi BPJS saya. Kereennnn sistemnya!!,"['jkn', 'mobile', 'sangat', 'membantu', 'saya', 'informasi', 'badan', 'penyelenggara', 'jaminan', 'sosial', 'saya', 'kereennnn', 'sistemnya']"
Pengguna Google,2,2023-11-16 06:40:24,Ribet banget mau pindah faskes juga.. Buat apa ada aplikasi kalo tetep harus ke kantor BPJS nya,"['ribet', 'banget', 'pindah', 'faskes', 'aplikasi', 'kantor', 'badan', 'penyelenggara', 'jaminan', 'sosial']"
Pengguna Google,1,2023-11-16 06:40:05,Ga bisa login terus aja dah 2bulan sya brusaha login tetep ga bisa,"['tidak', 'login', 'saya', 'berusaha', 'login', 'tidak']"
Pengguna Google,5,2023-11-16 06:22:22,Semua bagus,['bagus']
Pengguna Google,5,2023-11-16 06:15:22,Sangat membantu,"['sangat', 'membantu']"
Pengguna Google,5,2023-11-16 06:14:26,"Aplikasinya luar biasa, dapat mempermudah urusan.","['aplikasinya', 'mempermudah', 'urusan']"
Pengguna Google,5,2023-11-16 06:08:32,Belum bisa di donlowd,"['belum', 'donlowd']"
Pengguna Google,1,2023-11-16 05:40:22,Kalau bisa kasih solusi mobile JKN tidak bisa berjalan pada emulator baru saya kasih bintang 5. Bikin emosi jiwa 😭,"['kasih', 'solusi', 'mobile', 'jkn', 'tidak', 'berjalan', 'emulator', 'saya', 'kasih', 'bintang', 'bikin', 'emosi', 'jiwa']"
Pengguna Google,5,2023-11-16 05:32:10,sangat bermanfaat,"['sangat', 'bermanfaat']"
Pengguna Google,3,2023-11-16 05:29:24,Ok,['oke']
Pengguna Google,5,2023-11-16 05:28:10,ok,['oke']
Pengguna Google,5,2023-11-16 05:18:41,Aplikasi yang sangat mendukung untuk masyarakat Indonesia,"['aplikasi', 'sangat', 'mendukung', 'masyarakat', 'indonesia']"
Pengguna Google,5,2023-11-16 05:10:35,Biar jempol yg berbicara👍👍👍👍,"['biar', 'jempol', 'berbicara']"
Pengguna Google,1,2023-11-16 04:56:19,"Udah daftar akun JKN mobile giliran mau login selalu muncul pemberitahuan maaf permintaan anda tdk dpt diproses,, udah 2 Minggu dicoba tetep sama, sial birokrasi Indonesia itu bener bener serba ribet ruwed, serba susah","['daftar', 'akun', 'jkn', 'mobile', 'giliran', 'login', 'muncul', 'pemberitahuan', 'maaf', 'permintaan', 'anda', 'tidak', 'diproses', 'minggu', 'dicoba', 'sial', 'birokrasi', 'indonesia', 'benar', 'benar', 'serba', 'ribet', 'ruwed', 'serba', 'susah']"
Pengguna Google,5,2023-11-16 04:44:39,Mudah2n setelah Update lg jd makin canggih,"['mudahn', 'pembaruan', 'canggih']"
Pengguna Google,1,2023-11-16 04:41:13,"Mengapa setelah di update, tidak bisa dibuka, mengapa tidak dibalas, apalagi diperbaki, mohon segera difollow up aplikasi macam apa ini, banyak keluhan dari pengguna tidak ditanggapi","['mengapa', 'pembaruan', 'tidak', 'dibuka', 'mengapa', 'tidak', 'dibalas', 'diperbaki', 'mohon', 'difollow', 'aplikasi', 'keluhan', 'pengguna', 'tidak', 'ditanggapi']"
Pengguna Google,5,2023-11-16 04:34:10,Bagus,['bagus']
Pengguna Google,2,2023-11-16 04:32:00,Setelah di upgrade kenapa ga bisa dibuka lg??????????,"['peningkatan', 'kenapa', 'tidak', 'dibuka']"
Pengguna Google,1,2023-11-16 04:31:40,Buat apa ada aplikasi kalau pindah klinik aja harus ke kantor BPJS,"['aplikasi', 'pindah', 'klinik', 'kantor', 'badan', 'penyelenggara', 'jaminan', 'sosial']"
Pengguna Google,1,2023-11-16 04:28:02,Aplikasi tidak jelas login daftar susah.. Hapus aja dari playstore,"['aplikasi', 'tidak', 'login', 'daftar', 'susah', 'hapus', 'playstore']"
Pengguna Google,1,2023-11-16 04:26:36,"Buang buang waktu. G guna. Apa sih susahnya mengirim notifikasi, astaga!!!!. Aku dah bersabar ulang"" masukan no HP loh!!!.","['buang', 'buang', 'tidak', 'susahnya', 'mengirim', 'notifikasi', 'astaga', 'aku', 'bersabar', 'ulang', 'masukan', 'handphone']"
Pengguna Google,5,2023-11-16 04:10:28,Mantap,['mantap']
Pengguna Google,2,2023-11-16 04:09:32,Kenapa harus keluar terus tulisan Demi menjaga keamanan harus dilakukan root...kesel juga Ky gt terus,"['kenapa', 'tulisan', 'menjaga', 'keamanan', 'root', 'kesal']"
Pengguna Google,1,2023-11-16 04:09:25,Buruk setelah di update malah tidak bisa di buka,"['buruk', 'pembaruan', 'tidak', 'buka']"
Pengguna Google,5,2023-11-16 04:02:55,Baik,['baik']
Pengguna Google,1,2023-11-16 04:02:52,tidak bisa dibuka,"['tidak', 'dibuka']"
Pengguna Google,5,2023-11-16 03:51:02,Mantap,['mantap']
Pengguna Google,5,2023-11-16 03:38:03,Sangat membantu,"['sangat', 'membantu']"
Pengguna Google,5,2023-11-16 03:35:29,Got,['got']
Pengguna Google,5,2023-11-16 03:24:30,makin kedepan sistem IT JKT..makin mantapp,"['sistem', 'jakarta', 'mantap']"
Pengguna Google,5,2023-11-16 03:18:34,👍,[]
Pengguna Google,5,2023-11-16 03:18:15,Jadi mudah,['mudah']
Pengguna Google,5,2023-11-16 03:16:32,Bagus aplikasinya. Ssngat membantu,"['bagus', 'aplikasinya', 'ssngat', 'membantu']"
Pengguna Google,5,2023-11-16 03:14:44,Good,['good']
Pengguna Google,1,2023-11-16 03:11:39,Gimana si ini aplikasi mau buka ga bisa2!!!!!!,"['bagaimana', 'aplikasi', 'buka', 'tidak']"
Pengguna Google,5,2023-11-16 03:08:44,Membantu,['membantu']
Pengguna Google,1,2023-11-16 02:57:20,Setiap update selalu bug,"['pembaruan', 'bug']"
Pengguna Google,5,2023-11-16 02:57:20,Sangat bagus,"['sangat', 'bagus']"
Pengguna Google,1,2023-11-16 02:55:12,Koq nama anak sy ngilang di apk mobil jkn nya,"['nama', 'anak', 'saya', 'menghilang', 'mobil', 'jkn']"
Pengguna Google,4,2023-11-16 02:43:12,Ok,['oke']
Pengguna Google,1,2023-11-16 02:34:40,aplikasi ruwet,"['aplikasi', 'ruwet']"
Pengguna Google,1,2023-11-16 02:32:34,Tidak bisa jalan v 4.6.0,"['tidak', 'jalan', 'v']"
Pengguna Google,1,2023-11-16 02:20:25,Kenapa sulit daftar dan sulit dapat kode otp,"['kenapa', 'sulit', 'daftar', 'sulit', 'kode', 'otp']"
Pengguna Google,5,2023-11-16 02:18:41,Bagus,['bagus']
Pengguna Google,5,2023-11-16 02:18:34,Good,['good']
Pengguna Google,3,2023-11-16 02:10:39,Setelah update gk bisa log in,"['pembaruan', 'tidak', 'log']"
Pengguna Google,5,2023-11-16 01:59:16,Mantap,['mantap']
Pengguna Google,5,2023-11-16 01:53:01,Sangat bagus aplikasinya bermanfaat skli,"['sangat', 'bagus', 'aplikasinya', 'bermanfaat', 'sekali']"
Pengguna Google,4,2023-11-16 01:39:11,Membantu skali,"['membantu', 'sekali']"
Pengguna Google,5,2023-11-16 01:26:39,lebih di permudah lagi,"['lebih', 'permudah']"
Pengguna Google,5,2023-11-16 01:26:10,Baik.bagus mantap,"['baik', 'bagus', 'mantap']"
Pengguna Google,3,2023-11-16 01:15:18,Keliatan irit tapi ngorot orot...,"['irit', 'tapi', 'ngorot', 'orot']"
Pengguna Google,5,2023-11-16 01:09:35,Terima kasih sudah memudahkan kami,"['terima', 'kasih', 'memudahkan', 'kami']"
Pengguna Google,2,2023-11-16 01:09:20,Captcha offline,"['captcha', 'offline']"
Pengguna Google,1,2023-11-16 01:07:21,Apa yg tidak parah dari pelayanan pemerintah???? PARAH SEMUA...!!!,"['tidak', 'parah', 'pelayanan', 'pemerintah', 'parah']"
Pengguna Google,5,2023-11-16 00:55:12,Oke,['oke']
Pengguna Google,4,2023-11-16 00:38:33,Ok,['oke']
Pengguna Google,1,2023-11-16 00:36:30,Sudah coba rubah faskes disini kok malah disuruh datang langsung ya.. katanya mudah,"['coba', 'rubah', 'faskes', 'disuruh', 'langsung', 'mudah']"
Pengguna Google,1,2023-11-16 00:17:00,"Susah bgt login nya, alasannya captha salah, malahan udah betul. Trus tulisannya permintaan anda belum dpt di proses. Cpek bgt liatnya. Bukannya mempermudah dftr lewat online mlah mempersulit. Gak tau guna app ini sebenarnya.🤨🤨","['susah', 'banget', 'login', 'alasannya', 'captha', 'salah', 'betul', 'tulisannya', 'permintaan', 'anda', 'belum', 'proses', 'cpek', 'banget', 'lihatnya', 'mempermudah', 'daftar', 'online', 'mempersulit', 'tidak', 'app']"
Pengguna Google,5,2023-11-15 23:55:19,Mudah penggunaannya.,"['mudah', 'penggunaannya']"
Pengguna Google,1,2023-11-15 23:48:30,Mau daftar atodebit aja susah banget.,"['daftar', 'atodebit', 'susah', 'banget']"
Pengguna Google,5,2023-11-15 23:40:46,Bagus,['bagus']
